,title,author,num_rating,num_reviews,avg_rating,num_pages,original_publish_year,series,genres,award,place,url
189,Memories Of My Future,Ammar Habib,6500,801,4.33,310,2016,False,"['Historical Historical Fiction', 'Historical', 'Fiction', 'Cultural India', 'Cultural Pakistan', 'Health Medicine', 'Medical', 'Inspirational', 'Cultural', 'Romance M M Romance']",0,,https://www.goodreads.com//book/show/31408159-memories-of-my-future
190,The School for Good and Evil,Soman Chainani,70441,7896,4.02,544,2018,True,"['Fantasy', 'Childrens Middle Grade', 'Young Adult', 'Fantasy Magic', 'Fantasy Fairy Tales', 'Fiction', 'Romance', 'Childrens', 'Adventure', 'Audiobook']",2,,https://www.goodreads.com//book/show/42080479-the-school-for-good-and-evil
191,Theft of Swords,Michael J. Sullivan,60324,3932,4.18,649,2011,True,"['Fantasy', 'Fiction', 'Fantasy Epic Fantasy', 'Adventure', 'Fantasy High Fantasy', 'Audiobook', 'Adult', 'Young Adult', 'Fantasy Magic', 'Science Fiction Fantasy']",1,,https://www.goodreads.com//book/show/10790290-theft-of-swords
192,A Northern Light,Jennifer Donnelly,42220,3635,3.81,396,2004,False,"['Historical Historical Fiction', 'Young Adult', 'Fiction', 'Mystery', 'Historical', 'Romance', 'Young Adult Teen', 'Young Adult Coming Of Age', 'Audiobook', 'Young Adult Young Adult Historical Fiction']",10,United States,https://www.goodreads.com//book/show/64481.A_Northern_Light
193,Kitty and the Midnight Hour,Carrie Vaughn,31946,1764,3.67,259,2005,True,"['Fantasy Urban Fantasy', 'Fantasy', 'Fantasy Paranormal', 'Shapeshifters Werewolves', 'Paranormal Vampires', 'Fiction', 'Paranormal Shapeshifters', 'Romance Paranormal Romance', 'Romance', 'Fantasy Supernatural']",0,United States,https://www.goodreads.com//book/show/14461.Kitty_and_the_Midnight_Hour
194,Tunnels,Roderick Gordon,15955,1585,3.61,464,2007,True,"['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Science Fiction', 'Mystery', 'Childrens Middle Grade', 'Childrens', 'Young Adult Teen', 'Science Fiction Dystopia']",0,United Kingdom,https://www.goodreads.com//book/show/1175893.Tunnels
195,Revelations,Lindsay Anne Kendal,271,12,4.04,300,2013,True,"['Paranormal Vampires', 'Young Adult', 'Horror', 'Fantasy', 'Fantasy Paranormal', 'Paranormal Angels', 'Romance', 'Paranormal Witches', 'Paranormal Demons', 'Romance Paranormal Romance']",0,,https://www.goodreads.com//book/show/11733930-revelations
196,Bad Girls Don't Die,Katie Alender,26411,2704,4.03,346,2009,True,"['Young Adult', 'Horror', 'Fantasy Paranormal', 'Fantasy', 'Mystery', 'Fantasy Supernatural', 'Paranormal Ghosts', 'Fiction', 'Romance', 'Thriller']",0,,https://www.goodreads.com//book/show/3678651-bad-girls-don-t-die
197,Torment,Lindsay Anne Kendal,335,32,3.97,308,2011,True,"['Paranormal Vampires', 'Fantasy', 'Fantasy Paranormal', 'Horror', 'Young Adult', 'Romance', 'Paranormal Witches', 'Paranormal Demons', 'Paranormal Angels', 'Romance Paranormal Romance']",0,,https://www.goodreads.com//book/show/11733898-torment
198,Envy,Anna Godbersen,24361,1319,3.9,405,2009,True,"['Historical Historical Fiction', 'Young Adult', 'Romance', 'Historical', 'Fiction', 'Womens Fiction Chick Lit', 'Romance Historical Romance', 'Young Adult Teen', 'Drama', 'Young Adult Young Adult Romance']",0,,https://www.goodreads.com//book/show/3347892-envy
199,Galactic Energies,Luca  Rossi,480,127,3.95,236,2013,False,"['Science Fiction', 'Short Stories', 'Fantasy', 'Romance', 'Science Fiction Cyberpunk', 'Adult Fiction Erotica', 'Adventure', 'Anthologies', 'Fiction', 'Philosophy Metaphysics']",0,,https://www.goodreads.com//book/show/18224520-galactic-energies
