,title,author,num_rating,num_reviews,avg_rating,num_pages,original_publish_year,series,genres,award,place,url
25,Virals,Kathy Reichs,36445,2940.0,3.94,454,2010,True,"['Young Adult', 'Mystery', 'Science Fiction', 'Fiction', 'Fantasy', 'Adventure', 'Fantasy Paranormal', 'Mystery Crime', 'Thriller', 'Young Adult Teen']",1,United States,https://www.goodreads.com//book/show/7800188-virals
26,Ringworld,Larry Niven,107792,3615.0,3.96,288,2005,True,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Classics', 'Fantasy', 'Space Space Opera', 'Audiobook', 'Space', 'Hugo Awards', 'Adventure']",4,,https://www.goodreads.com//book/show/61179.Ringworld
27,A Disturbed Girl's Guide to Curing Boredom,James   Howell,153,20.0,3.69,238,2011,True,"['Fiction', 'Thriller', 'Dark']",0,,https://www.goodreads.com//book/show/11968674-a-disturbed-girl-s-guide-to-curing-boredom
28,Witch in the Woods,Taylor Ann Bunker,129,26.0,3.74,204,2013,True,"['Fantasy', 'Fantasy Paranormal', 'Paranormal Witches', 'Young Adult', 'Fiction', 'Fantasy Supernatural', 'The United States Of America', 'Historical Historical Fiction', 'Fantasy Magic', 'Horror']",0,,https://www.goodreads.com//book/show/19464292-witch-in-the-woods
29,A Beautiful Mess,T.K. Leigh,11759,1081.0,4.0,323,2013,True,"['Romance', 'New Adult', 'Romance Contemporary Romance', 'Suspense', 'Contemporary', 'Adult Fiction Erotica', 'Mystery', 'Adult', 'Romance Romantic Suspense', 'Business Amazon']",0,United States,https://www.goodreads.com//book/show/18194292-a-beautiful-mess
30,Heartsick,Chelsea Cain,40885,2971.0,3.94,326,2007,True,"['Mystery', 'Thriller', 'Fiction', 'Mystery Crime', 'Suspense', 'Thriller Mystery Thriller', 'Horror', 'Drama', 'Adult', 'Adult Fiction']",0,United States,https://www.goodreads.com//book/show/657034.Heartsick
31,To the Nines,Janet Evanovich,112218,2114.0,4.15,352,2004,True,"['Mystery', 'Fiction', 'Humor', 'Womens Fiction Chick Lit', 'Romance', 'Mystery Crime', 'Humor Comedy', 'Thriller Mystery Thriller', 'Contemporary', 'Adult']",0,United States,https://www.goodreads.com//book/show/40331.To_the_Nines
32,The Adoration of Jenna Fox,Mary E. Pearson,50543,4828.0,3.69,266,2008,True,"['Young Adult', 'Science Fiction', 'Science Fiction Dystopia', 'Fiction', 'Young Adult Teen', 'Fantasy', 'Mystery', 'Romance', 'Audiobook', 'Futuristic']",10,,https://www.goodreads.com//book/show/1902241.The_Adoration_of_Jenna_Fox
33,Megan Meade's Guide to the McGowan Boys,Kate Brian,32293,1408.0,3.92,268,2006,False,"['Young Adult', 'Romance', 'Contemporary', 'Womens Fiction Chick Lit', 'Young Adult High School', 'Young Adult Teen', 'Realistic Fiction', 'Young Adult Young Adult Romance', 'Fiction', 'Young Adult Young Adult Contemporary']",0,United States,https://www.goodreads.com//book/show/238360.Megan_Meade_s_Guide_to_the_McGowan_Boys
34,Ethereal,Addison Moore,13700,955.0,3.75,225,2011,True,"['Fantasy Paranormal', 'Young Adult', 'Paranormal Angels', 'Fantasy', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Magic', 'Fantasy Urban Fantasy', 'Science Fiction Time Travel']",0,,https://www.goodreads.com//book/show/10941624-ethereal
35,Mister Monday,Garth Nix,35686,1551.0,3.79,384,2006,True,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Childrens Middle Grade', 'Fantasy Magic', 'Young Adult Young Adult Fantasy', 'Science Fiction Fantasy', 'Science Fiction']",1,,https://www.goodreads.com//book/show/47613.Mister_Monday
36,Rooftops of Tehran,Mahbod Seraji,9932,934.0,3.89,348,2009,False,"['Historical Historical Fiction', 'Fiction', 'Cultural Iran', 'Romance', 'Historical', 'Cultural', 'Novels', 'Cultural Asia', 'Young Adult Coming Of Age', 'Literary Fiction']",0,,https://www.goodreads.com//book/show/6001011-rooftops-of-tehran
37,Rainbow Six,Tom Clancy,50551,1180.0,4.09,912,1999,True,"['Fiction', 'Thriller', 'War Military Fiction', 'Action', 'Spy Thriller Espionage', 'Adventure', 'Mystery', 'Suspense', 'Mystery Crime', 'War']",0,,https://www.goodreads.com//book/show/5720.Rainbow_Six
38,The Kitchen House,Kathleen Grissom,243606,18842.0,4.18,369,2010,False,"['Historical Historical Fiction', 'Fiction', 'Historical', 'Book Club', 'Audiobook', 'Adult Fiction', 'Adult', 'American Southern', 'Novels', 'Cultural African American']",1,United States,https://www.goodreads.com//book/show/6837103-the-kitchen-house
39,Lover Reborn,J.R. Ward,76829,4773.0,4.33,572,2012,True,"['Fantasy Paranormal', 'Romance Paranormal Romance', 'Paranormal Vampires', 'Romance', 'Fantasy', 'Fantasy Urban Fantasy', 'Adult', 'Fiction', 'Adult Fiction Erotica', 'Fantasy Supernatural']",2,United States,https://www.goodreads.com//book/show/10993282-lover-reborn
40,Fall of Giants,Ken Follett,283898,14489.0,4.28,985,2010,True,"['Historical Historical Fiction', 'Fiction', 'Historical', 'War', 'Audiobook', 'Novels', 'Adult', 'War World War I', 'Epic', 'Cultural Russia']",1,Russian Federation,https://www.goodreads.com//book/show/7315573-fall-of-giants
41,The Dead-Tossed Waves,Carrie Ryan,30050,2706.0,3.9,416,2010,True,"['Young Adult', 'Horror Zombies', 'Science Fiction Dystopia', 'Horror', 'Fantasy', 'Apocalyptic Post Apocalyptic', 'Fiction', 'Romance', 'Fantasy Paranormal', 'Science Fiction']",0,,https://www.goodreads.com//book/show/6555517-the-dead-tossed-waves
42,The Sight,David Clement-Davies,12604,741.0,4.14,486,2003,True,"['Fantasy', 'Young Adult', 'Animals', 'Fiction', 'Animals Wolves', 'Adventure', 'Childrens', 'Animals Animal Fiction', 'Fantasy Magic', 'Young Adult Young Adult Fantasy']",0,,https://www.goodreads.com//book/show/58085.The_Sight
43,Broken Promises (Past Imperfect Mystery Book 1),Anne  Willow,6564,37.0,4.3,229,2018,False,"['Fiction', 'Contemporary', 'Young Adult', 'Novels', 'New Adult', 'Adult', 'Drama', 'Romance', 'Mystery', 'Romance Love Story']",0,,https://www.goodreads.com//book/show/40121205-broken-promises
44,90 Miles to Freedom,K.C. Hilton,346,71.0,3.44,202,2011,False,"['Fiction', 'Mystery', 'Drama', 'Suspense', 'Contemporary', 'Business Amazon', 'Young Adult', 'Novels', 'Literature American']",0,United States,https://www.goodreads.com//book/show/11535216-90-miles-to-freedom
45,So B. It,Sarah Weeks,32614,2916.0,4.11,288,2005,True,"['Young Adult', 'Realistic Fiction', 'Fiction', 'Childrens Middle Grade', 'Contemporary', 'Childrens', 'Family', 'Mystery', 'Mental Health Mental Illness', 'Childrens Juvenile']",8,United States,https://www.goodreads.com//book/show/237320.So_B_It
46,Destiny of the Vampire,Tina Traverse,62,8.0,3.81,312,2012,False,"['Paranormal Vampires', 'Suspense', 'Fantasy Paranormal', 'Action']",0,,https://www.goodreads.com//book/show/15997064-destiny-of-the-vampire
47,The Magic of Finkleton,K.C. Hilton,488,100.0,3.66,184,2011,True,"['Fantasy', 'Childrens Middle Grade', 'Fantasy Magic', 'Young Adult', 'Fiction', 'Childrens', 'Historical Historical Fiction', 'Mystery', 'Literature 21st Century', 'Kids']",4,,https://www.goodreads.com//book/show/10316626-the-magic-of-finkleton
48,Childhood's End,Arthur C. Clarke,136969,5624.0,4.1,224,1987,False,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Science Fiction Dystopia', 'Science Fiction Aliens', 'Fantasy', 'Novels', 'Audiobook', 'Speculative Fiction']",1,,https://www.goodreads.com//book/show/414999.Childhood_s_End
49,Willow,Julia Hoban,31674,1993.0,3.92,329,2009,False,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Health Mental Health', 'Mental Health Mental Illness', 'Death', 'Young Adult Teen', 'Drama']",1,,https://www.goodreads.com//book/show/4570768-willow
50,Let There Be Blood,Tina Traverse,47,,4.13,267,2013,False,[],0,,https://www.goodreads.com//book/show/19101163-let-there-be-blood
51,The Prisoner of Cell 25,Richard Paul Evans,36989,4945.0,4.22,326,2011,True,"['Young Adult', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Young Adult Teen', 'Childrens Middle Grade', 'Action', 'Fantasy Paranormal', 'Thriller']",3,,https://www.goodreads.com//book/show/11337912-the-prisoner-of-cell-25
52,Bone Crossed,Patricia Briggs,99450,3117.0,4.33,300,2009,True,"['Fantasy Urban Fantasy', 'Fantasy', 'Fantasy Paranormal', 'Paranormal Vampires', 'Romance', 'Shapeshifters Werewolves', 'Romance Paranormal Romance', 'Paranormal Shapeshifters', 'Fiction', 'Fantasy Supernatural']",3,United States,https://www.goodreads.com//book/show/3128411-bone-crossed
53,If You Could See Me Now,Cecelia Ahern,39036,2307.0,3.86,306,2007,False,"['Womens Fiction Chick Lit', 'Romance', 'Fiction', 'Fantasy', 'Contemporary', 'Magical Realism', 'Adult', 'Romance Contemporary Romance', 'Cultural Ireland', 'Adult Fiction']",0,Ireland,https://www.goodreads.com//book/show/158119.If_You_Could_See_Me_Now
54,Tsunami Connection,Michael James Gallagher,115,28.0,4.14,261,2014,False,"['Spy Thriller Espionage', 'Thriller Spy Thriller', 'Thriller', 'Thriller Mystery Thriller']",0,,https://www.goodreads.com//book/show/22207400-tsunami-connection
55,Wolves of the Calla,Stephen King,164949,4426.0,4.16,931,2006,True,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Westerns', 'Adventure', 'Audiobook', 'Science Fiction Fantasy', 'Young Adult', 'Childrens']",1,,https://www.goodreads.com//book/show/4978.Wolves_of_the_Calla
56,The Scare,Robert   Shaw,66,10.0,3.83,360,2011,False,"['Horror', 'Fantasy Paranormal', 'Science Fiction Fantasy', 'Young Adult']",0,,https://www.goodreads.com//book/show/11463118-the-scare
57,Batman: The Dark Knight Returns,Frank Miller,165530,3580.0,4.26,197,2012,True,"['Sequential Art Comics', 'Sequential Art Graphic Novels', 'Dc Comics Batman', 'Fiction', 'Graphic Novels Comics', 'Comics Comic Book', 'Superheroes Dc Comics', 'Comics Superheroes', 'Fantasy', 'Mystery Crime']",0,,https://www.goodreads.com//book/show/59960.Batman
58,Personal Demons,Lisa Desrochers,10093,913.0,3.66,365,2010,True,"['Young Adult', 'Paranormal Angels', 'Paranormal Demons', 'Fantasy Paranormal', 'Fantasy', 'Romance', 'Romance Paranormal Romance', 'Fantasy Urban Fantasy', 'Fantasy Supernatural', 'Young Adult Young Adult Paranormal']",0,,https://www.goodreads.com//book/show/7823600-personal-demons
59,Tangled,Emma Chase,109333,9558.0,4.07,254,2013,True,"['Romance', 'Contemporary', 'Romance Contemporary Romance', 'New Adult', 'Humor', 'Adult', 'Womens Fiction Chick Lit', 'Adult Fiction Erotica', 'Fiction', 'Romance Erotic Romance']",2,United States,https://www.goodreads.com//book/show/18297707-tangled
60,Kissing Coffins,Ellen Schreiber,25149,796.0,3.88,224,2007,True,"['Paranormal Vampires', 'Young Adult', 'Fantasy Paranormal', 'Fantasy', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Young Adult Teen', 'Fiction']",0,,https://www.goodreads.com//book/show/263172.Kissing_Coffins
61,Secrets of the Realm,Bev Stout,543,83.0,3.91,338,2013,False,"['Historical Historical Fiction', 'Young Adult', 'Childrens Middle Grade', 'Young Adult Coming Of Age', 'Historical', 'Action', 'Adventure Pirates', 'Fiction', 'Fantasy', 'Adventure']",0,,https://www.goodreads.com//book/show/19183499-secrets-of-the-realm
62,Mine Till Midnight,Lisa Kleypas,60997,2737.0,4.08,376,2007,True,"['Romance Historical Romance', 'Romance', 'Historical', 'Historical Historical Fiction', 'Adult', 'Historical Regency', 'Fiction', 'Historical Romance Regency Romance', 'Womens Fiction Chick Lit', 'Historical Victorian']",1,United Kingdom,https://www.goodreads.com//book/show/693016.Mine_Till_Midnight
63,Birthmarked,Caragh M. O'Brien,48046,3619.0,3.87,361,2010,True,"['Young Adult', 'Science Fiction Dystopia', 'Fantasy', 'Science Fiction', 'Fiction', 'Romance', 'Apocalyptic Post Apocalyptic', 'Young Adult Teen', 'Adventure', 'Adventure Survival']",5,,https://www.goodreads.com//book/show/6909544-birthmarked
64,Managing Bubbie,Russel Lazega,1052,184.0,3.85,237,2015,False,"['Nonfiction', 'Biography', 'Autobiography Memoir', 'World War II Holocaust', 'History', 'Family', 'Historical', 'Cultural Spain', 'North American Hi... American History', 'War World War II']",15,United States,https://www.goodreads.com//book/show/25367434-managing-bubbie
65,Origins,Angelo Tsanatelis,58,16.0,3.88,0,2012,True,"['Fantasy', 'Fantasy Dark Fantasy', 'Fiction']",0,,https://www.goodreads.com//book/show/11390271-origins
66,Home Repair,Liz Rosenberg,690,169.0,3.18,352,2009,False,"['Fiction', 'Womens Fiction Chick Lit', 'Womens Fiction', 'Contemporary', 'Realistic Fiction']",0,,https://www.goodreads.com//book/show/5982569-home-repair
67,Incarnate,Jodi Meadows,21620,2599.0,3.73,374,2012,True,"['Fantasy', 'Young Adult', 'Romance', 'Science Fiction Dystopia', 'Fantasy Paranormal', 'Science Fiction', 'Fantasy Dragons', 'Fiction', 'Young Adult Young Adult Fantasy', 'Fantasy Supernatural']",0,,https://www.goodreads.com//book/show/8573642-incarnate
68,Relentless,Karen  Lynch,22006,1713.0,4.3,288,2013,True,"['Fantasy Paranormal', 'Fantasy', 'Paranormal Vampires', 'Young Adult', 'Romance', 'Romance Paranormal Romance', 'Paranormal Demons', 'Fantasy Urban Fantasy', 'Fantasy Supernatural', 'Fairies Fae']",0,,https://www.goodreads.com//book/show/20427449-relentless
69,Song Bird: Matters of the Heart,Christine M. Knight,39,32.0,4.56,304,2015,False,[],0,,https://www.goodreads.com//book/show/24536832-song-bird
70,Cat's Cradle,Kurt Vonnegut Jr.,348463,11345.0,4.16,179,1999,False,"['Fiction', 'Classics', 'Science Fiction', 'Humor', 'Literature', 'Novels', 'Science Fiction Dystopia', 'Literature American', 'Fantasy', 'Literature 20th Century']",1,United States,https://www.goodreads.com//book/show/135479.Cat_s_Cradle
71,Tower of Dawn,Sarah J. Maas,155972,15067.0,4.33,660,2017,True,"['Fantasy', 'Young Adult', 'Romance', 'New Adult', 'Fantasy Magic', 'Young Adult Young Adult Fantasy', 'Fiction', 'Fantasy High Fantasy', 'Fairies Fae', 'Fantasy Paranormal']",1,,https://www.goodreads.com//book/show/31450852-tower-of-dawn
72,Baby,J.K. Accinni,866,226.0,3.8,173,2012,True,"['Science Fiction', 'Horror', 'Science Fiction Aliens', 'Fantasy', 'Thriller', 'Science Fiction Dystopia', 'Fantasy Paranormal', 'Fiction', 'Dark', 'Wildlife']",1,,https://www.goodreads.com//book/show/15992857-baby
73,The Cadaver Factory,Kenneth Jarrett Singleton,239,4.0,4.35,52,2004,False,"['Fiction', 'Horror', 'Contemporary', 'Mystery', 'Science Fiction', 'Mystery Crime', 'Thriller', 'Suspense']",0,,https://www.goodreads.com//book/show/7510368-the-cadaver-factory
74,The Eight,Katherine Neville,38370,2760.0,3.92,598,1990,True,"['Fiction', 'Mystery', 'Historical Historical Fiction', 'Thriller', 'Fantasy', 'Adventure', 'Historical', 'Suspense', 'Thriller Mystery Thriller', 'Romance']",0,United States,https://www.goodreads.com//book/show/113310.The_Eight
75,A Fistful of Charms,Kim Harrison,55263,1387.0,4.26,510,2006,True,"['Fantasy Urban Fantasy', 'Fantasy', 'Fantasy Paranormal', 'Paranormal Vampires', 'Paranormal Witches', 'Fantasy Magic', 'Fiction', 'Paranormal Demons', 'Romance', 'Fantasy Supernatural']",0,United States,https://www.goodreads.com//book/show/30260.A_Fistful_of_Charms
76,Dreamless,Josephine Angelini,39848,2389.0,4.18,487,2012,True,"['Fantasy', 'Young Adult', 'Fantasy Mythology', 'Romance', 'Fantasy Paranormal', 'Mythology Greek Mythology', 'Fantasy Urban Fantasy', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fiction']",0,United States,https://www.goodreads.com//book/show/12995284-dreamless
77,"Mara, Daughter of the Nile",Eloise Jarvis McGraw,10250,903.0,4.24,279,1985,False,"['Historical Historical Fiction', 'Young Adult', 'Romance', 'Historical', 'Fiction', 'Northern Africa Egypt', 'Adventure', 'Academic School', 'Classics', 'Childrens']",0,Egypt,https://www.goodreads.com//book/show/406186.Mara_Daughter_of_the_Nile
78,Mr. Psychic,Dermot Davis,89,13.0,4.04,237,2013,False,"['Romance', 'Fiction', 'Contemporary']",0,,https://www.goodreads.com//book/show/18803084-mr-psychic
79,Speaker for the Dead,Orson Scott Card,232215,7959.0,4.07,382,1994,True,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Audiobook', 'Space', 'Science Fiction Aliens', 'Novels', 'Space Space Opera']",9,,https://www.goodreads.com//book/show/7967.Speaker_for_the_Dead
80,Half Bad,Sally Green,46046,6508.0,3.77,394,2014,True,"['Fantasy', 'Young Adult', 'Fantasy Paranormal', 'Fantasy Magic', 'Paranormal Witches', 'Fiction', 'Fantasy Urban Fantasy', 'LGBT', 'Young Adult Young Adult Fantasy', 'Fantasy Supernatural']",3,,https://www.goodreads.com//book/show/18079804-half-bad
81,Vampire Origins - Project Ichorous,Riley Banks,147,61.0,3.9,377,2013,True,"['Fantasy', 'Paranormal Vampires', 'Young Adult', 'Horror', 'Romance', 'Fantasy Supernatural', 'Fantasy Magic', 'Romance Paranormal Romance', 'Fantasy Paranormal']",0,,https://www.goodreads.com//book/show/17673620-vampire-origins---project-ichorous
82,One Grave at a Time,Jeaniene Frost,46067,2171.0,4.22,358,2011,True,"['Paranormal Vampires', 'Fantasy Urban Fantasy', 'Fantasy Paranormal', 'Romance Paranormal Romance', 'Romance', 'Fantasy', 'Adult', 'Paranormal Ghosts', 'Fantasy Supernatural', 'Fiction']",1,United States,https://www.goodreads.com//book/show/7954556-one-grave-at-a-time
83,Zen and Sex,Dermot Davis,289,67.0,3.25,164,2013,False,"['Romance', 'Humor', 'Romance Contemporary Romance', 'Contemporary', 'Adult Fiction', 'Womens Fiction Chick Lit', 'Relationships', 'Adult', 'Romantic']",2,,https://www.goodreads.com//book/show/18743762-zen-and-sex
84,The Heretic Queen,Michelle Moran,22836,1701.0,4.19,383,2008,False,"['Historical Historical Fiction', 'Historical', 'Fiction', 'Northern Africa Egypt', 'Romance', 'Cultural Africa', 'Adult', 'African Literature Egyptian Literature', 'Literature Ancient', 'Romance Historical Romance']",0,,https://www.goodreads.com//book/show/2897258-the-heretic-queen
85,The Devouring,Simon Holt,7602,816.0,3.92,231,2008,True,"['Horror', 'Young Adult', 'Fantasy Paranormal', 'Fantasy', 'Fantasy Supernatural', 'Paranormal Demons', 'Fiction', 'Thriller', 'Young Adult Teen', 'Fantasy Urban Fantasy']",1,,https://www.goodreads.com//book/show/3374819-the-devouring
86,A Thousand Pieces of You,Claudia Gray,51465,7349.0,3.89,368,2014,True,"['Young Adult', 'Science Fiction', 'Fantasy', 'Romance', 'Science Fiction Time Travel', 'Fiction', 'Audiobook', 'Adventure', 'Science Fiction Dystopia', 'Mystery']",0,,https://www.goodreads.com//book/show/17234658-a-thousand-pieces-of-you
87,Abandon,Meg Cabot,38510,3902.0,3.69,304,2011,True,"['Young Adult', 'Fantasy', 'Fantasy Mythology', 'Romance', 'Fantasy Paranormal', 'Fiction', 'Fantasy Supernatural', 'Romance Paranormal Romance', 'Mythology Greek Mythology', 'Retellings']",0,United States,https://www.goodreads.com//book/show/9397967-abandon
