,title,author,num_rating,num_reviews,avg_rating,num_pages,original_publish_year,series,genres,award,place,url
88,Luck in the Shadows,Lynn Flewelling,19002,1227.0,4.08,479,1996,True,"['Fantasy', 'LGBT', 'Romance M M Romance', 'Fiction', 'Romance', 'Fantasy High Fantasy', 'GLBT Queer', 'Adventure', 'Fantasy Magic', 'LGBT Gay']",0,,https://www.goodreads.com//book/show/74270.Luck_in_the_Shadows
89,Red Mars,Kim Stanley Robinson,70150,3469.0,3.86,572,1993,True,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Space', 'Fantasy', 'Speculative Fiction', 'Space Space Opera', 'Audiobook', 'Science Fiction Hard Science Fiction', 'Novels']",8,,https://www.goodreads.com//book/show/77507.Red_Mars
90,The Thief of Always,Clive Barker,29206,1943.0,4.2,225,1992,False,"['Fantasy', 'Horror', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Childrens Middle Grade', 'Fantasy Supernatural', 'Fantasy Dark Fantasy', 'Fantasy Magic']",0,,https://www.goodreads.com//book/show/32638.The_Thief_of_Always
91,The Beekeeper's Apprentice,Laurie R. King,72548,6288.0,4.06,341,2002,True,"['Mystery', 'Fiction', 'Historical Historical Fiction', 'Historical', 'Thriller Mystery Thriller', 'Mystery Crime', 'Mystery Historical Mystery', 'Audiobook', 'Adult', 'European Literature British Literature']",1,,https://www.goodreads.com//book/show/91661.The_Beekeeper_s_Apprentice
92,Preludes & Nocturnes,Neil Gaiman,222112,6563.0,4.23,233,1998,True,"['Sequential Art Graphic Novels', 'Sequential Art Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comics Comic Book', 'Fantasy Mythology', 'Fantasy Urban Fantasy', 'Adult']",0,,https://www.goodreads.com//book/show/23754.Preludes_Nocturnes
93,The Crown,Kiera Cass,164996,14507.0,3.74,278,2016,True,"['Young Adult', 'Romance', 'Science Fiction Dystopia', 'Fantasy', 'Fiction', 'Audiobook', 'Science Fiction', 'Young Adult Teen', 'Womens Fiction Chick Lit', 'Young Adult Young Adult Romance']",1,,https://www.goodreads.com//book/show/26074181-the-crown
94,Lioness Rampant,Tamora Pierce,87848,1699.0,4.23,384,2005,True,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy Magic', 'Adventure', 'Young Adult Young Adult Fantasy', 'Romance', 'Fantasy High Fantasy', 'Childrens', 'Childrens Middle Grade']",1,,https://www.goodreads.com//book/show/13837.Lioness_Rampant
95,This Man,Jodi Ellen Malpas,102135,6441.0,4.09,448,2012,True,"['Romance', 'Adult Fiction Erotica', 'Romance Contemporary Romance', 'Contemporary', 'Erotica BDSM', 'Adult', 'Romance Erotic Romance', 'New Adult', 'Fiction', 'Adult Fiction']",0,United Kingdom,https://www.goodreads.com//book/show/16140036-this-man
96,Ice Station,Matthew Reilly,31141,1271.0,4.11,513,2000,True,"['Thriller', 'Fiction', 'Action', 'Adventure', 'War Military Fiction', 'Suspense', 'Mystery', 'Thriller Mystery Thriller', 'Science Fiction', 'Novels']",0,,https://www.goodreads.com//book/show/144790.Ice_Station
97,Glass Sword,Victoria Aveyard,225658,19536.0,3.87,444,2016,True,"['Fantasy', 'Young Adult', 'Science Fiction Dystopia', 'Romance', 'Fiction', 'Young Adult Young Adult Fantasy', 'Audiobook', 'Science Fiction', 'Fantasy Magic', 'Adventure']",1,,https://www.goodreads.com//book/show/23174274-glass-sword
98,Number 13,M.G. Wells,185,82.0,4.15,192,2011,True,"['Fantasy', 'Adventure', 'Mystery', 'Young Adult', 'Fantasy Magic', 'Fantasy Paranormal', 'Drama', 'Action', 'Childrens Middle Grade', 'Fiction']",0,,https://www.goodreads.com//book/show/11805486-number-13
99,Awoken,Timothy   Miller,67,8.0,4.21,321,2013,False,"['Fantasy', 'Young Adult', 'Fiction']",0,,https://www.goodreads.com//book/show/16064647-awoken
100,Caged,Shanna Ehrlich,402,46.0,3.67,554,2016,False,"['Dark', 'Adult Fiction Erotica', 'Romance', 'Adult', 'New York', 'Novels', 'Mystery Crime', 'Contemporary', 'Love']",0,,https://www.goodreads.com//book/show/31215933-caged
101,Someday in Paris,Olivia Lara,977,173.0,4.12,427,2020,False,"['Romance', 'Historical Historical Fiction', 'Womens Fiction Chick Lit', 'Contemporary', 'Fiction', 'Cultural France', 'Adult', 'Historical', 'Romance Contemporary Romance', 'Art']",0,,https://www.goodreads.com//book/show/48761179-someday-in-paris
102,A Knight in Shining Armor,Jude Deveraux,33862,2333.0,4.21,464,2002,True,"['Romance', 'Romance Historical Romance', 'Science Fiction Time Travel', 'Historical', 'Historical Historical Fiction', 'Fiction', 'Fantasy', 'Historical Medieval', 'Romance Time Travel Romance', 'Adult']",0,,https://www.goodreads.com//book/show/73385.A_Knight_in_Shining_Armor
103,Mission: Subhero,Linda    Armstrong,2421,25.0,4.35,225,2017,False,"['Novels', 'Contemporary', 'Fiction', 'Drama', 'Book Club', 'Young Adult', 'Childrens Middle Grade', 'New Adult', 'Adventure', 'Adult']",0,,https://www.goodreads.com//book/show/35508805-mission
104,Diya aur baati hum,Snehlata Agarwala,115,84.0,4.79,0,2020,False,[],0,,https://www.goodreads.com//book/show/52387868-diya-aur-baati-hum
105,Skinned,Robin Wasserman,12774,1030.0,3.54,368,2008,True,"['Young Adult', 'Science Fiction', 'Science Fiction Dystopia', 'Fantasy', 'Fiction', 'Romance', 'Young Adult Teen', 'Futuristic', 'Apocalyptic Post Apocalyptic', 'Fantasy Paranormal']",0,,https://www.goodreads.com//book/show/2791536-skinned
106,Peeps,Scott Westerfeld,24095,1999.0,3.77,312,2006,True,"['Young Adult', 'Paranormal Vampires', 'Fantasy', 'Science Fiction', 'Fantasy Paranormal', 'Fiction', 'Horror', 'Fantasy Urban Fantasy', 'Young Adult Teen', 'Fantasy Supernatural']",10,United States,https://www.goodreads.com//book/show/186103.Peeps
107,Mateguas Island,Linda  Watkins,567,126.0,3.84,385,2014,True,"['Horror', 'Fantasy Paranormal', 'Suspense', 'Gothic', 'Fantasy', 'Fiction', 'Mystery', 'Thriller', 'Fantasy Weird Fiction', 'Fantasy Supernatural']",3,United States,https://www.goodreads.com//book/show/20611227-mateguas-island
108,The Evolution of Mara Dyer,Michelle Hodkin,87670,8610.0,4.26,545,2012,True,"['Young Adult', 'Fantasy Paranormal', 'Fantasy', 'Romance', 'Mystery', 'Fantasy Supernatural', 'Fiction', 'Thriller', 'Horror', 'Romance Paranormal Romance']",0,,https://www.goodreads.com//book/show/13643567-the-evolution-of-mara-dyer
109,Un Lun Dun,China Miéville,17886,1909.0,3.82,432,2007,False,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy Urban Fantasy', 'Science Fiction Steampunk', 'Childrens', 'Science Fiction', 'Adventure', 'Science Fiction Fantasy', 'Childrens Middle Grade']",4,United Kingdom,https://www.goodreads.com//book/show/68496.Un_Lun_Dun
110,Sempre,J.M. Darhower,26867,2740.0,4.16,518,2014,True,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Romance Contemporary Romance', 'Dark', 'Sociology Abuse', 'Mystery Crime', 'Suspense', 'Young Adult High School']",0,,https://www.goodreads.com//book/show/18338465-sempre
111,Bestowed,Snehlata Agarwala,155,95.0,4.6,292,2019,False,"['Cultural India', 'Romance']",0,,https://www.goodreads.com//book/show/50021040-bestowed
112,Smaragdgrün,Kerstin Gier,73590,5667.0,4.17,482,2010,True,"['Fantasy', 'Young Adult', 'Science Fiction Time Travel', 'Romance', 'Historical Historical Fiction', 'Fiction', 'Science Fiction', 'Fantasy Paranormal', 'Historical', 'Fantasy Urban Fantasy']",0,United Kingdom,https://www.goodreads.com//book/show/7544603-smaragdgr-n
113,Brutus,Mimi Jean Pamfiloff,242,99.0,4.43,250,2020,True,"['Fantasy Paranormal', 'Fantasy', 'Romance Paranormal Romance', 'Romance', 'Fantasy Mythology', 'Fantasy Supernatural', 'Paranormal Vampires']",0,,https://www.goodreads.com//book/show/53958372-brutus
114,May Day,Thom  Stark,216,38.0,4.04,703,2013,True,"['Thriller', 'Science Fiction', 'Fiction', 'Action']",0,,https://www.goodreads.com//book/show/18998714-may-day
115,The Vincent Boys,Abbi Glines,71961,3844.0,3.96,260,2011,True,"['Romance', 'Young Adult', 'New Adult', 'Contemporary', 'Romance Contemporary Romance', 'Womens Fiction Chick Lit', 'Young Adult High School', 'Young Adult Young Adult Romance', 'Realistic Fiction', 'Young Adult Young Adult Contemporary']",0,United States,https://www.goodreads.com//book/show/12900174-the-vincent-boys
116,The Queen of Attolia,Megan Whalen Turner,42506,3816.0,4.14,362,2006,True,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Romance', 'Young Adult Young Adult Fantasy', 'Fantasy High Fantasy', 'Childrens', 'Historical Historical Fiction', 'Childrens Middle Grade']",1,,https://www.goodreads.com//book/show/40158.The_Queen_of_Attolia
117,Scythe,Neal Shusterman,164568,25191.0,4.32,435,2016,True,"['Young Adult', 'Fantasy', 'Science Fiction Dystopia', 'Science Fiction', 'Fiction', 'Audiobook', 'Young Adult Young Adult Fantasy', 'Romance', 'Young Adult Teen', 'Death']",11,,https://www.goodreads.com//book/show/28954189-scythe
118,The Snow Child,Eowyn Ivey,125369,15755.0,3.97,386,2012,False,"['Fiction', 'Historical Historical Fiction', 'Fantasy', 'Magical Realism', 'Historical', 'Fantasy Fairy Tales', 'Adult', 'Adult Fiction', 'Book Club', 'Literary Fiction']",8,United States,https://www.goodreads.com//book/show/11250053-the-snow-child
119,Sounds of War: Iraq Attack of Thomas Edington,Thomas Ferreolus,71,15.0,4.32,246,2013,False,[],0,,https://www.goodreads.com//book/show/17863376-sounds-of-war
120,The Goldfinch,Donna Tartt,757390,63108.0,3.92,771,2013,False,"['Fiction', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Art', 'Adult', 'Novels', 'Adult Fiction', 'Mystery', 'Literature']",9,Netherlands,https://www.goodreads.com//book/show/17333223-the-goldfinch
121,Everything and a Happy Ending,Tia Shurina,299,8.0,4.25,336,2015,False,"['Self Help', 'Autobiography Memoir', 'Adult', 'True Story', 'Spirituality', 'Biography', 'New Adult', 'Biography Autobiography', 'Nonfiction', 'Inspirational']",0,,https://www.goodreads.com//book/show/26264353-everything-and-a-happy-ending
122,Everneath,Brodi Ashton,47220,4487.0,3.74,370,2012,True,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Fantasy Mythology', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Mythology Greek Mythology', 'Fiction']",1,United States,https://www.goodreads.com//book/show/9413044-everneath
123,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories",Nancy E. Turner,67602,10587.0,4.34,384,1999,True,"['Historical Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Westerns', 'Book Club', 'Adult Fiction', 'Adult', 'Adventure', 'Audiobook']",0,United States,https://www.goodreads.com//book/show/348225.These_Is_My_Words
124,Beauty Queens,Libba Bray,53057,7798.0,3.62,396,2011,False,"['Young Adult', 'Contemporary', 'Humor', 'Fiction', 'LGBT', 'Audiobook', 'Young Adult Teen', 'Adventure', 'Feminism', 'Romance']",5,,https://www.goodreads.com//book/show/9464733-beauty-queens
125,Song of Susannah,Stephen King,141167,3944.0,3.97,544,2006,True,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Adventure', 'Westerns', 'Science Fiction Fantasy', 'Audiobook', 'Young Adult', 'Novels']",1,,https://www.goodreads.com//book/show/5093.Song_of_Susannah
126,My Love Lies Bleeding,Alyxandra Harvey,17150,1246.0,3.96,248,2010,True,"['Paranormal Vampires', 'Young Adult', 'Fantasy Paranormal', 'Fantasy', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Fiction', 'Young Adult Teen']",2,,https://www.goodreads.com//book/show/6707693-my-love-lies-bleeding
127,Lockdown,Alexander Gordon Smith,18340,2368.0,4.11,273,2009,True,"['Young Adult', 'Horror', 'Science Fiction Dystopia', 'Science Fiction', 'Thriller', 'Fantasy', 'Fiction', 'Adventure', 'Young Adult Teen', 'Suspense']",2,,https://www.goodreads.com//book/show/6420846-lockdown
128,The Octunnumi Fosbit Files Prologue,Trevor Alan Foris,9424,173.0,4.21,520,2019,False,"['Fantasy', 'Fiction', 'Novels', 'Young Adult', 'New Adult', 'Adult', 'Adventure', 'Contemporary', 'Science Fiction Fantasy', 'Childrens Middle Grade']",0,,https://www.goodreads.com//book/show/40034669-the-octunnumi-fosbit-files-prologue
129,Going Too Far,Jennifer Echols,38337,1692.0,3.92,245,2009,False,"['Young Adult', 'Romance', 'Contemporary', 'New Adult', 'Romance Contemporary Romance', 'Womens Fiction Chick Lit', 'Realistic Fiction', 'Young Adult Young Adult Romance', 'Young Adult Young Adult Contemporary', 'Fiction']",2,United States,https://www.goodreads.com//book/show/4570679-going-too-far
130,The Rosie Project,Graeme Simsion,472109,41133.0,4.02,295,2013,True,"['Fiction', 'Romance', 'Contemporary', 'Humor', 'Womens Fiction Chick Lit', 'Adult', 'Adult Fiction', 'Audiobook', 'Book Club', 'Cultural Australia']",5,,https://www.goodreads.com//book/show/16181775-the-rosie-project
131,UnWholly,Neal Shusterman,49953,4562.0,4.25,416,2012,True,"['Young Adult', 'Science Fiction Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Young Adult Teen', 'Horror', 'Thriller', 'Romance', 'Adventure Survival']",1,,https://www.goodreads.com//book/show/13545075-unwholly
132,The Stranger She Married,Donna Hatch,2809,429.0,3.94,352,2008,True,"['Romance', 'Romance Historical Romance', 'Historical Regency', 'Historical', 'Historical Historical Fiction', 'Fiction', 'Romance Clean Romance', 'Historical Romance Regency Romance', 'Mystery', 'Adult']",0,,https://www.goodreads.com//book/show/4988599-the-stranger-she-married
133,This Present Darkness,Frank E. Peretti,95086,2108.0,4.23,376,2003,True,"['Christian Fiction', 'Fiction', 'Christian', 'Fantasy', 'Thriller', 'Religion', 'Spirituality', 'Religion Faith', 'Religion Christianity', 'Suspense']",0,,https://www.goodreads.com//book/show/17309.This_Present_Darkness
134,Reckless Magic,Rachel Higginson,12681,955.0,3.98,327,2011,True,"['Fantasy', 'Young Adult', 'Fantasy Paranormal', 'Fantasy Magic', 'Romance', 'Romance Paranormal Romance', 'Paranormal Witches', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Young Adult Young Adult Paranormal']",0,,https://www.goodreads.com//book/show/10830285-reckless-magic
135,The Winner's Curse,Marie Rutkoski,102035,12553.0,3.96,355,2014,True,"['Fantasy', 'Young Adult', 'Romance', 'Science Fiction Dystopia', 'Young Adult Young Adult Fantasy', 'Fiction', 'Fantasy High Fantasy', 'Historical Historical Fiction', 'Historical', 'War']",1,,https://www.goodreads.com//book/show/16069030-the-winner-s-curse
136,Falling Kingdoms,Morgan Rhodes,55980,7755.0,3.78,412,2012,True,"['Fantasy', 'Young Adult', 'Fantasy Magic', 'Romance', 'Fantasy High Fantasy', 'Young Adult Young Adult Fantasy', 'Fiction', 'Adventure', 'Fantasy Epic Fantasy', 'Audiobook']",0,,https://www.goodreads.com//book/show/12954620-falling-kingdoms
137,Map of Bones,James Rollins,58824,1662.0,4.07,523,2006,True,"['Thriller', 'Fiction', 'Adventure', 'Mystery', 'Action', 'Suspense', 'Thriller Mystery Thriller', 'Historical Historical Fiction', 'Science Fiction', 'Mystery Crime']",1,Italy,https://www.goodreads.com//book/show/92147.Map_of_Bones
138,Bloodsucking Fiends,Christopher Moore,60342,2553.0,3.94,300,2004,True,"['Humor', 'Fiction', 'Fantasy', 'Paranormal Vampires', 'Fantasy Paranormal', 'Fantasy Urban Fantasy', 'Humor Comedy', 'Horror', 'Romance', 'Fantasy Supernatural']",0,United States,https://www.goodreads.com//book/show/33454.Bloodsucking_Fiends
139,Change of Heart,Jodi Picoult,108444,6622.0,3.92,448,2008,False,"['Fiction', 'Contemporary', 'Womens Fiction Chick Lit', 'Adult Fiction', 'Drama', 'Adult', 'Realistic Fiction', 'Novels', 'Audiobook', 'Religion']",2,United States,https://www.goodreads.com//book/show/1609451.Change_of_Heart
140,The High Lord,Trudi Canavan,55272,1631.0,4.11,644,2004,True,"['Fantasy', 'Young Adult', 'Fantasy Magic', 'Fiction', 'Fantasy High Fantasy', 'Romance', 'Fantasy Epic Fantasy', 'Adventure', 'Childrens', 'Childrens Middle Grade']",1,,https://www.goodreads.com//book/show/28251.The_High_Lord
141,The V Girl: A Coming Of Age Story,Mya Robarts,11758,1337.0,4.02,340,2015,False,"['Romance', 'Young Adult Coming Of Age', 'Young Adult', 'Science Fiction Dystopia', 'War', 'Love', 'Fiction', 'Science Fiction', 'New Adult', 'Apocalyptic Post Apocalyptic']",0,,https://www.goodreads.com//book/show/25437891-the-v-girl
142,Magic Burns,Ilona Andrews,76643,3755.0,4.31,261,2008,True,"['Fantasy Urban Fantasy', 'Fantasy', 'Fantasy Paranormal', 'Fantasy Magic', 'Paranormal Vampires', 'Romance', 'Romance Paranormal Romance', 'Paranormal Shapeshifters', 'Adult', 'Fiction']",1,United States,https://www.goodreads.com//book/show/1811543.Magic_Burns
143,Saphirblau,Kerstin Gier,82027,5368.0,4.15,389,2010,True,"['Fantasy', 'Young Adult', 'Science Fiction Time Travel', 'Romance', 'Historical Historical Fiction', 'Science Fiction', 'Fiction', 'Fantasy Paranormal', 'Historical', 'Fantasy Urban Fantasy']",1,United Kingdom,https://www.goodreads.com//book/show/6919272-saphirblau
144,Organized Justice,I.K. Spencer,38,11.0,4.0,0,2014,False,[],0,,https://www.goodreads.com//book/show/20924009-organized-justice
145,Never Too Far,Abbi Glines,115321,6183.0,4.19,193,2013,True,"['Romance', 'New Adult', 'Contemporary', 'Romance Contemporary Romance', 'Young Adult', 'Womens Fiction Chick Lit', 'Adult', 'Adult Fiction Erotica', 'Drama', 'Fiction']",0,United States,https://www.goodreads.com//book/show/17029526-never-too-far
146,Blue Noon,Scott Westerfeld,16337,870.0,3.86,384,2007,True,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Fiction', 'Science Fiction', 'Fantasy Urban Fantasy', 'Fantasy Supernatural', 'Young Adult Teen', 'Fantasy Magic', 'Young Adult Young Adult Fantasy']",0,United States,https://www.goodreads.com//book/show/24769.Blue_Noon
147,Highway of Diamonds: An International Travel Adventure,J. Jaye Gold,24,20.0,4.92,0,2020,False,['Fiction'],0,,https://www.goodreads.com//book/show/55302758-highway-of-diamonds
148,Patient Zero,Jonathan Maberry,29319,2147.0,3.98,421,2009,True,"['Horror', 'Horror Zombies', 'Thriller', 'Fiction', 'Science Fiction', 'Mystery', 'Suspense', 'Audiobook', 'Fantasy', 'Drama']",1,United States,https://www.goodreads.com//book/show/3993839-patient-zero
149,The Kiss of Deception,Mary E. Pearson,99177,11651.0,3.98,492,2014,True,"['Fantasy', 'Young Adult', 'Romance', 'Young Adult Young Adult Fantasy', 'Fiction', 'Fantasy High Fantasy', 'Adventure', 'Fantasy Magic', 'Audiobook', 'Science Fiction Dystopia']",1,,https://www.goodreads.com//book/show/16429619-the-kiss-of-deception
150,End of Days,Susan Ee,61901,7013.0,4.06,344,2015,True,"['Fantasy', 'Young Adult', 'Paranormal Angels', 'Science Fiction Dystopia', 'Fantasy Paranormal', 'Romance', 'Apocalyptic Post Apocalyptic', 'Fantasy Urban Fantasy', 'Fiction', 'Paranormal Demons']",1,United States,https://www.goodreads.com//book/show/18500665-end-of-days
151,Misguided Angel,Melissa de la Cruz,37887,1270.0,3.93,265,2010,True,"['Paranormal Vampires', 'Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Paranormal Angels', 'Romance', 'Fantasy Urban Fantasy', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fiction']",0,United States,https://www.goodreads.com//book/show/7747263-misguided-angel
152,Making Faces,Amy Harmon,62559,8325.0,4.32,405,2013,False,"['Romance', 'Contemporary', 'Young Adult', 'Romance Contemporary Romance', 'War Military Fiction', 'Fiction', 'New Adult', 'War', 'Drama', 'Love']",0,,https://www.goodreads.com//book/show/27237358-making-faces
153,Obernewtyn,Isobelle Carmody,11314,775.0,3.96,256,2003,True,"['Fantasy', 'Young Adult', 'Science Fiction Dystopia', 'Science Fiction', 'Fiction', 'Apocalyptic Post Apocalyptic', 'Young Adult Young Adult Fantasy', 'Fantasy Paranormal', 'Fantasy Magic', 'Adventure']",0,,https://www.goodreads.com//book/show/47916.Obernewtyn
154,The Wizard Heir,Cinda Williams Chima,40301,1502.0,4.14,458,2008,True,"['Fantasy', 'Young Adult', 'Fantasy Magic', 'Fiction', 'Fantasy Urban Fantasy', 'Young Adult Young Adult Fantasy', 'Adventure', 'Young Adult Teen', 'Fantasy Paranormal', 'Romance']",0,Canada,https://www.goodreads.com//book/show/500743.The_Wizard_Heir
155,Nefertiti,Michelle Moran,35022,2664.0,4.06,463,2007,False,"['Historical Historical Fiction', 'Fiction', 'Historical', 'Northern Africa Egypt', 'Romance', 'Cultural Africa', 'Adult', 'African Literature Egyptian Literature', 'Adult Fiction', 'History Ancient History']",0,,https://www.goodreads.com//book/show/481446.Nefertiti
156,The Golem and the Jinni,Helene Wecker,109343,13070.0,4.08,486,2013,True,"['Fantasy', 'Historical Historical Fiction', 'Fiction', 'Magical Realism', 'Historical', 'Audiobook', 'Fantasy Urban Fantasy', 'Fantasy Mythology', 'Adult', 'Fantasy Magic']",10,United States,https://www.goodreads.com//book/show/15819028-the-golem-and-the-jinni
157,Dissolution,C.J. Sansom,46574,2951.0,4.04,456,2004,True,"['Historical Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Mystery Crime', 'Mystery Historical Mystery', 'European Literature British Literature', 'English History Tudor Period', 'Thriller Mystery Thriller', 'Thriller']",0,United Kingdom,https://www.goodreads.com//book/show/138685.Dissolution
158,A Disturbed Girl Implodes,James   Howell,49,4.0,4.39,269,2012,True,['Fiction'],0,,https://www.goodreads.com//book/show/15725638-a-disturbed-girl-implodes
159,Moonbreeze,Adrienne Woods,4033,228.0,4.21,734,2015,True,"['Fantasy Dragons', 'Fantasy', 'Romance', 'Young Adult', 'Fantasy Magic', 'Fantasy Paranormal', 'Romance Paranormal Romance', 'New Adult', 'Fantasy Supernatural', 'School Stories Boarding School']",0,,https://www.goodreads.com//book/show/25712564-moonbreeze
160,Worm Holes,Kyle Keyes,11783,47.0,4.33,296,2017,True,"['Drama', 'Fiction', 'Contemporary', 'Novels', 'Book Club', 'Epic', 'Adventure', 'Young Adult', 'Adult', 'New Adult']",0,,https://www.goodreads.com//book/show/34384161-worm-holes
161,Perfect Scoundrels,Ally Carter,24296,1871.0,4.27,328,2013,True,"['Young Adult', 'Mystery', 'Contemporary', 'Romance', 'Adventure', 'Fiction', 'Mystery Crime', 'Young Adult Teen', 'Womens Fiction Chick Lit', 'Spy Thriller Espionage']",1,,https://www.goodreads.com//book/show/13580928-perfect-scoundrels
162,A Fine Balance,Rohinton Mistry,134206,9351.0,4.34,603,2001,False,"['Fiction', 'Cultural India', 'Historical Historical Fiction', 'Asian Literature Indian Literature', 'Cultural Canada', 'Cultural Asia', 'Literary Fiction', 'Novels', 'Historical', 'Literature']",9,India,https://www.goodreads.com//book/show/5211.A_Fine_Balance
163,Sundays at Tiffany's,James Patterson,66103,6184.0,3.77,309,2008,False,"['Romance', 'Fiction', 'Womens Fiction Chick Lit', 'Fantasy', 'Contemporary', 'Adult', 'Adult Fiction', 'Romance Contemporary Romance', 'Fantasy Paranormal', 'Mystery']",0,,https://www.goodreads.com//book/show/2029177.Sundays_at_Tiffany_s
164,Unwifeable: A Memoir,Mandy Stadtmiller,2348,235.0,3.55,321,2018,False,"['Autobiography Memoir', 'Nonfiction', 'Humor', 'Biography Memoir', 'Biography Autobiography', 'Womens', 'Biography', 'Feminism', 'Relationships', 'New York']",0,,https://www.goodreads.com//book/show/35297265-unwifeable
165,Intuition,Amy A. Bartol,24782,953.0,4.27,394,2011,True,"['Paranormal Angels', 'Fantasy Paranormal', 'Fantasy', 'Young Adult', 'Romance', 'Romance Paranormal Romance', 'New Adult', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Fiction']",0,,https://www.goodreads.com//book/show/13281637-intuition
166,The Fallen Star,Jessica Sorensen,28215,1681.0,3.91,449,2011,True,"['Fantasy Paranormal', 'Young Adult', 'Fantasy', 'Romance', 'Paranormal Vampires', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Magic', 'Fiction', 'Fantasy Urban Fantasy']",0,,https://www.goodreads.com//book/show/11051889-the-fallen-star
167,Life After Life,Kate Atkinson,205325,24662.0,3.76,531,2013,True,"['Fiction', 'Historical Historical Fiction', 'Fantasy', 'Historical', 'Science Fiction Time Travel', 'Audiobook', 'Literary Fiction', 'Adult', 'War World War II', 'War']",11,,https://www.goodreads.com//book/show/15790842-life-after-life
168,Peaches,Jodi Lynn Anderson,12394,868.0,3.63,368,2012,True,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Womens Fiction Chick Lit', 'Realistic Fiction', 'Young Adult Teen', 'Young Adult Young Adult Contemporary', 'Young Adult Coming Of Age', 'American Southern']",1,,https://www.goodreads.com//book/show/163460.Peaches
169,Hollowland,Amanda Hocking,17957,1596.0,3.96,330,2016,True,"['Horror Zombies', 'Young Adult', 'Science Fiction Dystopia', 'Horror', 'Fantasy Paranormal', 'Fantasy', 'Apocalyptic Post Apocalyptic', 'Romance', 'Fiction', 'Science Fiction']",0,,https://www.goodreads.com//book/show/31351167-hollowland
170,Among the Betrayed,Margaret Peterson Haddix,24232,1074.0,4.07,160,2002,True,"['Young Adult', 'Science Fiction Dystopia', 'Science Fiction', 'Fiction', 'Childrens Middle Grade', 'Childrens', 'Fantasy', 'Adventure', 'Childrens Juvenile', 'Young Adult Teen']",0,,https://www.goodreads.com//book/show/303460.Among_the_Betrayed
171,Accordance,Shelly Crane,27950,1106.0,4.27,314,2011,True,"['Fantasy Paranormal', 'Young Adult', 'Romance', 'Fantasy', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Magic', 'New Adult', 'Contemporary', 'Young Adult Young Adult Paranormal']",0,,https://www.goodreads.com//book/show/12667194-accordance
172,Replay,Ken Grimwood,33251,3538.0,4.15,311,1998,False,"['Fiction', 'Science Fiction', 'Science Fiction Time Travel', 'Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Romance', 'Speculative Fiction', 'Adult', 'Novels']",2,,https://www.goodreads.com//book/show/341735.Replay
173,Keeper of the Lost Cities,Shannon Messenger,36583,4438.0,4.45,496,2012,True,"['Fantasy', 'Childrens Middle Grade', 'Young Adult', 'Adventure', 'Fiction', 'Childrens', 'Fantasy Magic', 'Mystery', 'Young Adult Young Adult Fantasy', 'Fantasy Elves']",1,United States,https://www.goodreads.com//book/show/12842828-keeper-of-the-lost-cities
174,I Know This Much Is True,Wally Lamb,293863,9274.0,4.19,897,1999,False,"['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Adult Fiction', 'Mental Health Mental Illness', 'Adult', 'Psychology', 'Drama', 'Literature']",1,,https://www.goodreads.com//book/show/227711.I_Know_This_Much_Is_True
175,Betrayals,Lili St. Crow,26138,850.0,4.08,296,2009,True,"['Young Adult', 'Paranormal Vampires', 'Fantasy Paranormal', 'Fantasy', 'Fantasy Urban Fantasy', 'Shapeshifters Werewolves', 'Romance', 'Fantasy Supernatural', 'Romance Paranormal Romance', 'Paranormal Shapeshifters']",0,,https://www.goodreads.com//book/show/6371117-betrayals
